model,mhc_class,condition,target,total_seconds,total_minutes,timing_source
af3,classI,with_msa_with_template,6zkw_pmhc_tcr,2536.78,42.28,sum_of_steps_from_out
af3,classI,with_msa_with_template,7n2p_pmhc_tcr,2330.78,38.846,sum_of_steps_from_out
af3,classI,with_msa_with_template,7n2r_pmhc_tcr,2619.18,43.653,sum_of_steps_from_out
af3,classI,with_msa_with_template,7n2s_pmhc_tcr,2541.8,42.363,sum_of_steps_from_out
af3,classI,with_msa_with_template,7n4k_pmhc_tcr,2594.04,43.234,sum_of_steps_from_out
af3,classI,with_msa_with_template,7n5c_pmhc_tcr,2557.95,42.632,sum_of_steps_from_out
af3,classI,with_msa_with_template,7n5p_pmhc_tcr,2595.36,43.256,sum_of_steps_from_out
af3,classI,with_msa_with_template,7na5_pmhc_tcr,2628.71,43.812,sum_of_steps_from_out
af3,classI,with_msa_with_template,7ndq_pmhc_tcr,10996.37,183.273,sum_of_steps_from_out
af3,classI,with_msa_with_template,7ndt_pmhc_tcr,2613.99,43.567,sum_of_steps_from_out
af3,classI,with_msa_with_template,6zkx_pmhc_tcr,2573.82,42.897,sum_of_steps_from_out
af3,classI,with_msa_with_template,7ndu_pmhc_tcr,11197.46,186.624,sum_of_steps_from_out
af3,classI,with_msa_with_template,7nme_pmhc_tcr,2605.38,43.423,sum_of_steps_from_out
af3,classI,with_msa_with_template,7nmf_pmhc_tcr,2697.12,44.952,sum_of_steps_from_out
af3,classI,with_msa_with_template,7nmg_pmhc_tcr,2553.37,42.556,sum_of_steps_from_out
af3,classI,with_msa_with_template,7ow5_pmhc_tcr,2683.34,44.722,sum_of_steps_from_out
af3,classI,with_msa_with_template,7ow6_pmhc_tcr,2558.1,42.635,sum_of_steps_from_out
af3,classI,with_msa_with_template,7pb2_pmhc_tcr,2687.95,44.799,sum_of_steps_from_out
af3,classI,with_msa_with_template,7pbe_pmhc_tcr,2616.43,43.607,sum_of_steps_from_out
af3,classI,with_msa_with_template,7phr_pmhc_tcr,2507.46,41.791,sum_of_steps_from_out
af3,classI,with_msa_with_template,7q99_pmhc_tcr,2606.74,43.446,sum_of_steps_from_out
af3,classI,with_msa_with_template,6zky_pmhc_tcr,2622.31,43.705,sum_of_steps_from_out
af3,classI,with_msa_with_template,7q9a_pmhc_tcr,2525.28,42.088,sum_of_steps_from_out
af3,classI,with_msa_with_template,7q9b_pmhc_tcr,2522.69,42.045,sum_of_steps_from_out
af3,classI,with_msa_with_template,7qpj_pmhc_tcr,2515.19,41.92,sum_of_steps_from_out
af3,classI,with_msa_with_template,7r80_pmhc_tcr,11261.46,187.691,sum_of_steps_from_out
af3,classI,with_msa_with_template,7rk7_pmhc_tcr,2563.68,42.728,sum_of_steps_from_out
af3,classI,with_msa_with_template,7rm4_pmhc_tcr,2532.2,42.203,sum_of_steps_from_out
af3,classI,with_msa_with_template,7rrg_pmhc_tcr,2513.42,41.89,sum_of_steps_from_out
af3,classI,with_msa_with_template,7rtr_pmhc_tcr,2620.2,43.67,sum_of_steps_from_out
af3,classI,with_msa_with_template,7su9_pmhc_tcr,2522.86,42.048,sum_of_steps_from_out
af3,classI,with_msa_with_template,6zkz_pmhc_tcr,2670.99,44.516,sum_of_steps_from_out
af3,classI,with_msa_with_template,8d5q_pmhc_tcr,2482.06,41.368,sum_of_steps_from_out
af3,classI,with_msa_with_template,8dnt_pmhc_tcr,2529.12,42.152,sum_of_steps_from_out
af3,classI,with_msa_with_template,8en8_pmhc_tcr,2659.01,44.317,sum_of_steps_from_out
af3,classI,with_msa_with_template,8enh_pmhc_tcr,2581.56,43.026,sum_of_steps_from_out
af3,classI,with_msa_with_template,8eo8_pmhc_tcr,2545.28,42.421,sum_of_steps_from_out
af3,classI,with_msa_with_template,8f5a_pmhc_tcr,10920.31,182.005,sum_of_steps_from_out
af3,classI,with_msa_with_template,8gom_pmhc_tcr,2697.66,44.961,sum_of_steps_from_out
af3,classI,with_msa_with_template,8gon_pmhc_tcr,2606.47,43.441,sum_of_steps_from_out
af3,classI,with_msa_with_template,8gvb_pmhc_tcr,2753.43,45.89,sum_of_steps_from_out
af3,classI,with_msa_with_template,8gvg_pmhc_tcr,2588.15,43.136,sum_of_steps_from_out
af3,classI,with_msa_with_template,7dzm_pmhc_tcr,11341.12,189.019,sum_of_steps_from_out
af3,classI,with_msa_with_template,8gvi_pmhc_tcr,2543.67,42.394,sum_of_steps_from_out
af3,classI,with_msa_with_template,8i5c_pmhc_tcr,2761.69,46.028,sum_of_steps_from_out
af3,classI,with_msa_with_template,8i5d_pmhc_tcr,2551.71,42.529,sum_of_steps_from_out
af3,classI,with_msa_with_template,8qfy_pmhc_tcr,2590.3,43.172,sum_of_steps_from_out
af3,classI,with_msa_with_template,8shi_pmhc_tcr,2895.83,48.264,sum_of_steps_from_out
af3,classI,with_msa_with_template,8wte_pmhc_tcr,2530.25,42.171,sum_of_steps_from_out
af3,classI,with_msa_with_template,8wul_pmhc_tcr,2607.35,43.456,sum_of_steps_from_out
af3,classI,with_msa_with_template,7dzn_pmhc_tcr,11384.57,189.743,sum_of_steps_from_out
af3,classI,with_msa_with_template,7l1d_pmhc_tcr,2289.14,38.152,sum_of_steps_from_out
af3,classI,with_msa_with_template,7n2n_pmhc_tcr,2625.85,43.764,sum_of_steps_from_out
af3,classI,with_msa_with_template,7n2o_pmhc_tcr,2509.04,41.817,sum_of_steps_from_out
af3,classI,with_msa_with_template,7n2q_pmhc_tcr,2137.89,35.632,sum_of_steps_from_out
af3,classI,with_msa_with_template,8cx4_pmhc_tcr,2138.03,35.634,sum_of_steps_from_out
af3,classI,with_msa_no_template,6zkw_pmhc_tcr,2547.98,42.466,sum_of_steps_from_out
af3,classI,with_msa_no_template,7n2p_pmhc_tcr,2513.57,41.893,sum_of_steps_from_out
af3,classI,with_msa_no_template,7n2q_pmhc_tcr,2549.22,42.487,sum_of_steps_from_out
af3,classI,with_msa_no_template,7n2r_pmhc_tcr,2637.39,43.956,sum_of_steps_from_out
af3,classI,with_msa_no_template,7n2s_pmhc_tcr,2524.2,42.07,sum_of_steps_from_out
af3,classI,with_msa_no_template,7n4k_pmhc_tcr,2535.08,42.251,sum_of_steps_from_out
af3,classI,with_msa_no_template,7n5c_pmhc_tcr,2578.44,42.974,sum_of_steps_from_out
af3,classI,with_msa_no_template,7n5p_pmhc_tcr,3509.54,58.492,sum_of_steps_from_out
af3,classI,with_msa_no_template,7na5_pmhc_tcr,2509.89,41.832,sum_of_steps_from_out
af3,classI,with_msa_no_template,7ndq_pmhc_tcr,2529.15,42.153,sum_of_steps_from_out
af3,classI,with_msa_no_template,7ndt_pmhc_tcr,2520.22,42.004,sum_of_steps_from_out
af3,classI,with_msa_no_template,6zkx_pmhc_tcr,2525.13,42.086,sum_of_steps_from_out
af3,classI,with_msa_no_template,7ndu_pmhc_tcr,2543.63,42.394,sum_of_steps_from_out
af3,classI,with_msa_no_template,7nme_pmhc_tcr,2534.73,42.245,sum_of_steps_from_out
af3,classI,with_msa_no_template,7nmf_pmhc_tcr,2607.7,43.462,sum_of_steps_from_out
af3,classI,with_msa_no_template,7nmg_pmhc_tcr,2632.94,43.882,sum_of_steps_from_out
af3,classI,with_msa_no_template,7ow5_pmhc_tcr,2697.67,44.961,sum_of_steps_from_out
af3,classI,with_msa_no_template,7ow6_pmhc_tcr,2516.19,41.936,sum_of_steps_from_out
af3,classI,with_msa_no_template,7pb2_pmhc_tcr,2527.82,42.13,sum_of_steps_from_out
af3,classI,with_msa_no_template,7pbe_pmhc_tcr,2523.62,42.06,sum_of_steps_from_out
af3,classI,with_msa_no_template,7phr_pmhc_tcr,2549.13,42.486,sum_of_steps_from_out
af3,classI,with_msa_no_template,7q99_pmhc_tcr,2537.47,42.291,sum_of_steps_from_out
af3,classI,with_msa_no_template,6zky_pmhc_tcr,2528.63,42.144,sum_of_steps_from_out
af3,classI,with_msa_no_template,7q9a_pmhc_tcr,2617.57,43.626,sum_of_steps_from_out
af3,classI,with_msa_no_template,7q9b_pmhc_tcr,2709.34,45.156,sum_of_steps_from_out
af3,classI,with_msa_no_template,7qpj_pmhc_tcr,2716.67,45.278,sum_of_steps_from_out
af3,classI,with_msa_no_template,7r80_pmhc_tcr,2558.08,42.635,sum_of_steps_from_out
af3,classI,with_msa_no_template,7rk7_pmhc_tcr,2642.09,44.035,sum_of_steps_from_out
af3,classI,with_msa_no_template,7rm4_pmhc_tcr,2528.07,42.134,sum_of_steps_from_out
af3,classI,with_msa_no_template,7rrg_pmhc_tcr,2529.36,42.156,sum_of_steps_from_out
af3,classI,with_msa_no_template,7rtr_pmhc_tcr,2548.94,42.482,sum_of_steps_from_out
af3,classI,with_msa_no_template,7su9_pmhc_tcr,2594.84,43.247,sum_of_steps_from_out
af3,classI,with_msa_no_template,8cx4_pmhc_tcr,2666.73,44.446,sum_of_steps_from_out
af3,classI,with_msa_no_template,6zkz_pmhc_tcr,2934.2,48.903,sum_of_steps_from_out
af3,classI,with_msa_no_template,8d5q_pmhc_tcr,2763.35,46.056,sum_of_steps_from_out
af3,classI,with_msa_no_template,8dnt_pmhc_tcr,2535.54,42.259,sum_of_steps_from_out
af3,classI,with_msa_no_template,8en8_pmhc_tcr,2533.36,42.223,sum_of_steps_from_out
af3,classI,with_msa_no_template,8enh_pmhc_tcr,2545.81,42.43,sum_of_steps_from_out
af3,classI,with_msa_no_template,8eo8_pmhc_tcr,2535.08,42.251,sum_of_steps_from_out
af3,classI,with_msa_no_template,8f5a_pmhc_tcr,2658.29,44.305,sum_of_steps_from_out
af3,classI,with_msa_no_template,8gom_pmhc_tcr,2655.29,44.255,sum_of_steps_from_out
af3,classI,with_msa_no_template,8gon_pmhc_tcr,2567.69,42.795,sum_of_steps_from_out
af3,classI,with_msa_no_template,8gvb_pmhc_tcr,2796.12,46.602,sum_of_steps_from_out
af3,classI,with_msa_no_template,8gvg_pmhc_tcr,2530.28,42.171,sum_of_steps_from_out
af3,classI,with_msa_no_template,7dzm_pmhc_tcr,2518.86,41.981,sum_of_steps_from_out
af3,classI,with_msa_no_template,8gvi_pmhc_tcr,2522.5,42.042,sum_of_steps_from_out
af3,classI,with_msa_no_template,8i5c_pmhc_tcr,2525.79,42.096,sum_of_steps_from_out
af3,classI,with_msa_no_template,8i5d_pmhc_tcr,2519.83,41.997,sum_of_steps_from_out
af3,classI,with_msa_no_template,8qfy_pmhc_tcr,2628.71,43.812,sum_of_steps_from_out
af3,classI,with_msa_no_template,8shi_pmhc_tcr,2622.9,43.715,sum_of_steps_from_out
af3,classI,with_msa_no_template,8wte_pmhc_tcr,2554.69,42.578,sum_of_steps_from_out
af3,classI,with_msa_no_template,8wul_pmhc_tcr,2761.53,46.026,sum_of_steps_from_out
af3,classI,with_msa_no_template,7dzn_pmhc_tcr,2566.76,42.779,sum_of_steps_from_out
af3,classI,with_msa_no_template,7l1d_pmhc_tcr,2509.03,41.817,sum_of_steps_from_out
af3,classI,with_msa_no_template,7n2n_pmhc_tcr,2517.12,41.952,sum_of_steps_from_out
af3,classI,with_msa_no_template,7n2o_pmhc_tcr,2532.11,42.202,sum_of_steps_from_out
af3,classI,no_msa_no_template,6zkw_pmhc_tcr,172.5,2.875,sum_of_steps_from_out
af3,classI,no_msa_no_template,7n2p_pmhc_tcr,173.87,2.898,sum_of_steps_from_out
af3,classI,no_msa_no_template,7n2q_pmhc_tcr,173.85,2.898,sum_of_steps_from_out
af3,classI,no_msa_no_template,7n2r_pmhc_tcr,173.79,2.897,sum_of_steps_from_out
af3,classI,no_msa_no_template,7n2s_pmhc_tcr,175.64,2.927,sum_of_steps_from_out
af3,classI,no_msa_no_template,7n4k_pmhc_tcr,173.31,2.889,sum_of_steps_from_out
af3,classI,no_msa_no_template,7n5c_pmhc_tcr,173.34,2.889,sum_of_steps_from_out
af3,classI,no_msa_no_template,7n5p_pmhc_tcr,173.26,2.888,sum_of_steps_from_out
af3,classI,no_msa_no_template,7na5_pmhc_tcr,172.33,2.872,sum_of_steps_from_out
af3,classI,no_msa_no_template,7ndq_pmhc_tcr,173.73,2.896,sum_of_steps_from_out
af3,classI,no_msa_no_template,7ndt_pmhc_tcr,175.15,2.919,sum_of_steps_from_out
af3,classI,no_msa_no_template,6zkx_pmhc_tcr,173.91,2.899,sum_of_steps_from_out
af3,classI,no_msa_no_template,7ndu_pmhc_tcr,174.16,2.903,sum_of_steps_from_out
af3,classI,no_msa_no_template,7nme_pmhc_tcr,172.91,2.882,sum_of_steps_from_out
af3,classI,no_msa_no_template,7nmf_pmhc_tcr,174.18,2.903,sum_of_steps_from_out
af3,classI,no_msa_no_template,7nmg_pmhc_tcr,172.05,2.868,sum_of_steps_from_out
af3,classI,no_msa_no_template,7ow5_pmhc_tcr,170.66,2.844,sum_of_steps_from_out
af3,classI,no_msa_no_template,7ow6_pmhc_tcr,172.97,2.883,sum_of_steps_from_out
af3,classI,no_msa_no_template,7pb2_pmhc_tcr,173.8,2.897,sum_of_steps_from_out
af3,classI,no_msa_no_template,7pbe_pmhc_tcr,173.48,2.891,sum_of_steps_from_out
af3,classI,no_msa_no_template,7phr_pmhc_tcr,173.71,2.895,sum_of_steps_from_out
af3,classI,no_msa_no_template,7q99_pmhc_tcr,175.25,2.921,sum_of_steps_from_out
af3,classI,no_msa_no_template,6zky_pmhc_tcr,175.3,2.922,sum_of_steps_from_out
af3,classI,no_msa_no_template,7q9a_pmhc_tcr,175.0,2.917,sum_of_steps_from_out
af3,classI,no_msa_no_template,7q9b_pmhc_tcr,170.86,2.848,sum_of_steps_from_out
af3,classI,no_msa_no_template,7qpj_pmhc_tcr,174.69,2.911,sum_of_steps_from_out
af3,classI,no_msa_no_template,7r80_pmhc_tcr,173.63,2.894,sum_of_steps_from_out
af3,classI,no_msa_no_template,7rk7_pmhc_tcr,174.77,2.913,sum_of_steps_from_out
af3,classI,no_msa_no_template,7rm4_pmhc_tcr,173.53,2.892,sum_of_steps_from_out
af3,classI,no_msa_no_template,7rrg_pmhc_tcr,173.99,2.9,sum_of_steps_from_out
af3,classI,no_msa_no_template,7rtr_pmhc_tcr,172.23,2.871,sum_of_steps_from_out
af3,classI,no_msa_no_template,7su9_pmhc_tcr,170.22,2.837,sum_of_steps_from_out
af3,classI,no_msa_no_template,8cx4_pmhc_tcr,173.55,2.892,sum_of_steps_from_out
af3,classI,no_msa_no_template,6zkz_pmhc_tcr,174.55,2.909,sum_of_steps_from_out
af3,classI,no_msa_no_template,8d5q_pmhc_tcr,175.14,2.919,sum_of_steps_from_out
af3,classI,no_msa_no_template,8dnt_pmhc_tcr,174.47,2.908,sum_of_steps_from_out
af3,classI,no_msa_no_template,8en8_pmhc_tcr,175.27,2.921,sum_of_steps_from_out
af3,classI,no_msa_no_template,8enh_pmhc_tcr,171.35,2.856,sum_of_steps_from_out
af3,classI,no_msa_no_template,8eo8_pmhc_tcr,170.89,2.848,sum_of_steps_from_out
af3,classI,no_msa_no_template,8f5a_pmhc_tcr,172.96,2.883,sum_of_steps_from_out
af3,classI,no_msa_no_template,8gom_pmhc_tcr,174.21,2.903,sum_of_steps_from_out
af3,classI,no_msa_no_template,8gon_pmhc_tcr,174.44,2.907,sum_of_steps_from_out
af3,classI,no_msa_no_template,8gvb_pmhc_tcr,173.13,2.885,sum_of_steps_from_out
af3,classI,no_msa_no_template,8gvg_pmhc_tcr,173.28,2.888,sum_of_steps_from_out
af3,classI,no_msa_no_template,7dzm_pmhc_tcr,174.73,2.912,sum_of_steps_from_out
af3,classI,no_msa_no_template,8gvi_pmhc_tcr,173.91,2.898,sum_of_steps_from_out
af3,classI,no_msa_no_template,8i5c_pmhc_tcr,170.94,2.849,sum_of_steps_from_out
af3,classI,no_msa_no_template,8i5d_pmhc_tcr,172.45,2.874,sum_of_steps_from_out
af3,classI,no_msa_no_template,8qfy_pmhc_tcr,175.09,2.918,sum_of_steps_from_out
af3,classI,no_msa_no_template,8shi_pmhc_tcr,175.41,2.924,sum_of_steps_from_out
af3,classI,no_msa_no_template,8wte_pmhc_tcr,172.98,2.883,sum_of_steps_from_out
af3,classI,no_msa_no_template,8wul_pmhc_tcr,173.1,2.885,sum_of_steps_from_out
af3,classI,no_msa_no_template,7dzn_pmhc_tcr,174.77,2.913,sum_of_steps_from_out
af3,classI,no_msa_no_template,7l1d_pmhc_tcr,172.36,2.873,sum_of_steps_from_out
af3,classI,no_msa_no_template,7n2n_pmhc_tcr,173.64,2.894,sum_of_steps_from_out
af3,classI,no_msa_no_template,7n2o_pmhc_tcr,174.45,2.907,sum_of_steps_from_out
af3,classII,with_msa_with_template,7rdv_pmhc_tcr,3076.52,51.275,sum_of_steps_from_out
af3,classII,with_msa_with_template,8trl_pmhc_tcr,3109.48,51.825,sum_of_steps_from_out
af3,classII,with_msa_with_template,8trr_pmhc_tcr,3095.22,51.587,sum_of_steps_from_out
af3,classII,with_msa_with_template,8vcx_pmhc_tcr,3114.1,51.902,sum_of_steps_from_out
af3,classII,with_msa_with_template,8vcy_pmhc_tcr,3420.99,57.017,sum_of_steps_from_out
af3,classII,with_msa_with_template,8vd2_pmhc_tcr,3251.19,54.187,sum_of_steps_from_out
af3,classII,with_msa_with_template,7sg0_pmhc_tcr,3166.4,52.773,sum_of_steps_from_out
af3,classII,with_msa_with_template,7sg1_pmhc_tcr,2762.35,46.039,sum_of_steps_from_out
af3,classII,with_msa_with_template,7sg2_pmhc_tcr,3395.51,56.592,sum_of_steps_from_out
af3,classII,with_msa_with_template,7t2b_pmhc_tcr,3074.95,51.249,sum_of_steps_from_out
af3,classII,with_msa_with_template,7t2c_pmhc_tcr,3098.41,51.64,sum_of_steps_from_out
af3,classII,with_msa_with_template,7t2d_pmhc_tcr,3085.8,51.43,sum_of_steps_from_out
af3,classII,with_msa_with_template,7z50_pmhc_tcr,3159.3,52.655,sum_of_steps_from_out
af3,classII,with_msa_with_template,8pjg_pmhc_tcr,3094.46,51.574,sum_of_steps_from_out
af3,classII,with_msa_no_template,7rdv_pmhc_tcr,3069.09,51.151,sum_of_steps_from_out
af3,classII,with_msa_no_template,8trl_pmhc_tcr,2778.46,46.308,sum_of_steps_from_out
af3,classII,with_msa_no_template,8trr_pmhc_tcr,3053.52,50.892,sum_of_steps_from_out
af3,classII,with_msa_no_template,8vcx_pmhc_tcr,3079.39,51.323,sum_of_steps_from_out
af3,classII,with_msa_no_template,8vcy_pmhc_tcr,3077.67,51.294,sum_of_steps_from_out
af3,classII,with_msa_no_template,8vd2_pmhc_tcr,3110.09,51.835,sum_of_steps_from_out
af3,classII,with_msa_no_template,7sg0_pmhc_tcr,3050.97,50.85,sum_of_steps_from_out
af3,classII,with_msa_no_template,7sg1_pmhc_tcr,2772.3,46.205,sum_of_steps_from_out
af3,classII,with_msa_no_template,7sg2_pmhc_tcr,2789.38,46.49,sum_of_steps_from_out
af3,classII,with_msa_no_template,7t2b_pmhc_tcr,3109.99,51.833,sum_of_steps_from_out
af3,classII,with_msa_no_template,7t2c_pmhc_tcr,3110.87,51.848,sum_of_steps_from_out
af3,classII,with_msa_no_template,7t2d_pmhc_tcr,3124.19,52.07,sum_of_steps_from_out
af3,classII,with_msa_no_template,7z50_pmhc_tcr,3067.27,51.121,sum_of_steps_from_out
af3,classII,with_msa_no_template,8pjg_pmhc_tcr,3063.7,51.062,sum_of_steps_from_out
af3,classII,no_msa_no_template,7rdv_pmhc_tcr,174.09,2.901,sum_of_steps_from_out
